control_number,n_lines,n_taxa,n_class,n_species,qty_total,value_total,value_missing,taxa,country_origin,country_imp_exp,port,purpose,source,year,month,target
2012988348,1,1,1,1,100,4000,0,shell,CN,HK,LA,T,W,2012,5,0
2012988376,3,3,3,3,202,3706,0,echinoderms,KR,KR,HA,T,F,2012,5,0
2012988384,1,1,1,1,13154,90950,0,shell,JP,JP,SE,T,W,2011,8,0
2012988389,3,1,1,3,54,66,0,shell,CN,DE,ME,T,W,2012,5,0
2012988405,1,1,1,1,11,0,0,amphibian,VS,AU,CH,S,W,2012,5,0
2012988439,2,1,1,1,12,3414,0,reptile,US,CH,DF,T,W,2012,5,0
2012988447,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012988451,1,1,1,1,200000,20000,0,shell,CA,CA,BL,T,C,2012,5,0
2012988470,1,1,1,1,18000,18000,0,shell,MX,MX,SY,T,W,2012,5,0
2012988491,1,1,1,1,1,50,0,reptile,US,HK,SF,T,U,2012,3,1
2012988506,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012988511,1,1,1,1,3,4,0,shell,CN,DE,ME,T,W,2012,5,0
2012988512,6,1,2,6,936,303,0,shell,PH,PH,ME,T,W,2012,5,0
2012988521,1,1,1,1,2,31,0,shell,ID,HK,ME,T,W,2012,5,0
2012988522,1,1,1,1,1958,460,0,shell,CN,HK,LO,T,W,2012,5,0
2012988554,2,1,1,2,900,764,0,shell,PH,PH,LO,T,W,2012,5,0
2012988565,1,1,1,1,24,97,0,coral,CN,HK,ME,T,W,2012,5,0
2012988566,1,1,1,1,2,802,0,shell,XX,DE,ME,T,W,2012,5,0
2012988597,1,1,1,1,21792,120192,0,shell,CN,CN,NW,T,W,2012,5,0
2012988604,3,1,1,3,127,16493,0,mammal,FI,IT,NW,T,C,2012,5,0
2012988635,2,1,1,1,4483,16811,0,shell,JP,HK,LA,T,W,2012,1,0
2012988637,1,1,1,1,3,2674,0,reptile,ID,IT,NY,T,W,2012,4,1
2012988639,1,1,1,1,5,1794,0,reptile,US,CH,DF,T,C,2012,5,0
2012988675,8,1,1,8,11,1015,0,mammal,XX,XX,HN,H,W,2012,5,0
2012988678,2,1,1,2,2,1950,0,mammal,CA,CA,SW,H,W,2012,5,0
2012988733,4,1,1,1,4680,64891,0,mammal,FI,CN,SE,T,W,2012,5,0
2012988744,2,1,2,2,83328,8436,0,shell,AU,CN,SE,T,W,2012,5,0
2012988750,1,1,0,1,7,10,0,shell,XX,TZ,DU,P,W,2012,5,1
2012988773,1,1,1,1,180,5580,0,echinoderms,TR,TR,LA,T,F,2012,1,0
2012988777,1,1,1,1,22,2,0,insect,US,CA,CH,S,W,2012,1,0
2012988798,1,1,1,1,36,345,0,shell,JP,HK,LA,T,W,2012,2,0
2012988847,1,1,1,1,1,650,0,mammal,CA,CA,PB,H,W,2012,5,0
2012988862,1,1,1,1,654,2316,0,fish,ID,ID,LA,T,W,2012,5,0
2012988889,10,1,2,10,17520,1260,0,shell,PH,PH,SJ,T,W,2012,5,0
2012988904,1,1,1,1,1,20500,0,reptile,DE,DE,AT,T,C,2012,5,0
2012988934,23,2,1,23,589,3649,0,coral,ID,ID,CH,T,W,2012,5,0
2012989011,6,1,1,4,28,33875,0,mammal,CA,CA,CP,T,W,2012,5,0
2012989013,3,1,1,2,20,2624,0,reptile,US,CH,MI,T,C,2012,5,0
2012989018,1,1,1,1,120,1554,0,reptile,CN,CN,LA,T,W,2012,5,0
2012989040,9,2,1,5,153,3380,0,shell,JP,JP,HA,T,W,2012,5,0
2012989044,2,1,1,2,2,2642,0,mammal,NZ,NZ,LA,H,W,2012,5,0
2012989066,1,1,1,1,4300,2150,0,shell,CN,CN,AT,T,R,2012,5,0
2012989084,5,1,2,5,22,287,0,fish,IS,IT,NW,T,W,2012,5,0
2012989098,3,3,3,3,65,31387,0,bird,ID,CH,NW,T,C,2012,5,0
2012989103,1,1,1,1,18,1135,0,mammal,AU,CH,NW,T,W,2012,5,0
2012989137,2,1,2,2,4,0,0,plant,XX,HK,SF,P,U,2012,2,1
2012989147,4,1,1,4,4,14490,0,mammal,FI,FR,NY,T,C,2012,5,0
2012989181,1,1,1,1,3692,435,0,shell,FM,IT,LA,T,W,2012,5,0
2012989184,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012989199,1,1,1,1,1,2383,0,mammal,FI,IT,LO,P,F,2012,5,0
2012989216,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012989219,2,1,1,1,12,14,0,shell,CN,DE,ME,T,W,2012,5,0
2012989230,1,1,1,1,1,5350,0,reptile,US,CH,ME,T,W,2012,5,0
2012989233,3,1,1,3,7,320,0,reptile,VN,IT,ME,T,W,2012,5,0
2012989234,1,1,1,1,9,4747,0,shell,XX,CH,ME,T,W,2012,5,0
2012989245,2,2,2,2,2,6000,0,bird,XX,FR,ME,P,W,2012,5,0
2012989249,1,1,1,1,204,15851,0,reptile,CN,IT,NY,T,W,2012,5,0
2012989250,1,1,1,1,105,15,0,shell,ID,IT,NY,T,C,2012,5,0
2012989267,2,2,2,2,68712,20656,0,amphibian,SG,SG,LA,T,W,2012,5,0
2012989269,4,3,3,3,18567,3776,0,amphibian,ID,ID,LA,T,C,2012,5,0
2012989289,1,1,0,1,6,29,0,shell,TH,TH,AN,T,W,2012,5,0
2012989299,1,1,1,1,8020,5603,0,fish,TH,TH,LA,T,C,2012,5,0
2012989304,4,4,2,4,2357,3972,0,crustacean,ID,ID,LA,T,W,2012,5,0
2012989310,1,1,1,1,540,19831,0,shell,PH,PH,LA,T,W,2012,5,0
2012989314,24,3,1,24,864,6809,0,coral,ID,ID,LA,T,W,2012,5,0
2012989315,1,1,1,1,16148,119793,0,shell,TH,TH,LA,T,W,2012,5,0
2012989327,1,1,1,1,5328,102031,0,mammal,AU,CN,LA,T,W,2012,5,0
2012989341,2,2,2,2,16507,4851,0,crustacean,TH,TH,CH,T,C,2012,5,0
2012989343,2,1,1,2,2560,524,0,shell,AU,HK,LO,T,W,2012,5,0
2012989354,1,1,1,1,200,624,0,shell,TH,TH,LO,T,W,2012,5,0
2012989376,40,2,1,40,521,3985,0,coral,ID,ID,LA,T,F,2012,5,1
2012989406,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012989407,1,1,1,1,12,12,0,shell,CN,DE,ME,T,W,2012,5,0
2012989410,1,1,1,1,6,6,0,shell,CN,DE,ME,T,W,2012,5,0
2012989417,1,1,1,1,3,4,0,shell,CN,DE,ME,T,W,2012,5,0
2012989425,1,1,1,1,5394,1639,0,fish,SG,SG,NY,T,W,2012,5,0
2012989441,3,2,2,3,7496,3019,0,crustacean,TH,TH,NY,T,W,2012,5,0
2012989460,1,1,1,1,320,5776,0,coral,TH,TH,LO,T,W,2012,5,0
2012989469,1,1,1,1,7,218,0,shell,FM,FM,HA,P,W,2012,5,1
2012989473,3,1,2,3,2102,18241,0,shell,CN,HK,LO,T,W,2012,5,0
2012989479,2,1,1,2,1488,1785,0,shell,PH,PH,LO,T,W,2012,5,0
2012989484,1,1,1,1,318,202,0,shell,CN,CN,LO,T,W,2012,5,0
2012989492,3,1,1,3,4493,5170,0,shell,ID,HK,LO,T,W,2012,5,0
2012989494,1,1,1,1,886,218,0,shell,CN,CN,LO,T,W,2012,5,0
2012989506,2,2,2,2,44,113,0,coral,GR,TH,LO,T,W,2012,5,0
2012989508,1,1,1,1,3,4,0,shell,CN,DE,ME,T,W,2012,5,0
2012989512,3,1,1,3,24,26,0,shell,CN,DE,ME,T,W,2012,5,0
2012989513,1,1,1,1,1431,2147,0,shell,ID,HK,ME,T,W,2012,5,0
2012989514,1,1,1,1,3,4,0,shell,CN,DE,ME,T,W,2012,5,0
2012989516,1,1,1,1,4030,8035,0,shell,CN,HK,ME,T,W,2012,5,0
2012989539,1,1,1,1,30,4425,0,mammal,CN,HK,NY,T,C,2012,5,0
2012989622,2,2,2,2,10688,2376,0,crustacean,SG,TH,CH,T,C,2012,5,0
2012989646,1,1,1,1,1684,12873,0,shell,PH,PH,NF,T,W,2012,5,0
2012989660,2,1,1,1,804,14794,0,mammal,US,CN,SE,T,R,2012,6,0
2012989665,1,1,1,1,12,256,0,shell,PH,PH,LO,T,W,2012,5,0
2012989682,2,2,2,2,18780,5727,0,fish,IN,IN,MI,T,W,2012,5,0
2012989686,1,1,1,1,21200,99616,0,shell,IN,IN,NW,T,W,2012,5,0
2012989694,1,1,1,1,2288,269,0,shell,FM,IT,NY,T,W,2012,5,0
2012989696,1,1,1,1,71,213,0,shell,ID,CH,NY,T,W,2012,5,0
2012989739,1,1,0,1,240,984,0,shell,IN,IN,LA,T,W,2012,5,0
2012989741,1,1,1,1,90,1350,0,shell,ID,ID,LA,T,W,2012,5,0
2012989745,1,1,1,1,1098,939,0,insect,PH,PH,LA,T,C,2012,5,0
2012989760,1,1,1,1,2,0,0,mammal,CA,CA,1,H,W,2012,5,0
2012989789,32,2,1,26,875,1936,0,coral,ID,ID,LA,T,W,2012,5,0
2012989824,1,1,1,1,1,40,0,shell,AU,CH,NW,T,W,2012,5,0
2012989834,2,2,2,2,4470,5743,0,crustacean,ID,ID,NY,T,W,2012,5,0
2012989838,1,1,1,1,1,5657,0,mammal,IT,IT,NY,P,W,2012,5,0
2012989839,1,1,1,1,3,2880,0,shell,AU,CH,NY,T,W,2012,5,0
2012989845,3,1,1,3,30,0,0,coral,XX,FR,BA,S,W,2012,5,0
2012989847,1,1,1,1,1,190,0,mammal,BW,BW,NY,H,W,2012,5,0
2012989857,2,1,1,2,50,1892,0,shell,JP,JP,HA,T,W,2012,5,0
2012989860,11,2,2,11,333,3214,0,reptile,SR,SR,MI,T,W,2012,5,0
2012989874,1,1,1,1,4,1,0,mammal,GB,GB,SF,M,C,2012,5,0
2012989884,2,1,1,2,192,545,0,shell,PH,PH,AT,T,W,2012,5,0
2012989895,4,1,1,1,6,524,0,reptile,US,GB,DF,T,W,2012,5,0
2012989901,1,1,1,1,1,0,0,mammal,CA,CA,SU,H,W,2012,5,0
2012989910,7,1,1,6,8,400,0,mammal,ZA,ZA,NY,H,W,2012,5,0
2012989920,2,2,1,2,1661,4779,0,coral,CN,HK,AN,T,W,2012,5,0
2012989931,1,1,0,1,4836,68205,0,shell,CN,TH,AN,T,W,2012,5,0
2012989938,1,1,0,1,136,100,0,shell,VS,TH,AN,T,W,2012,5,0
2012989955,2,2,1,2,5334,36838,0,coral,CN,HK,AN,T,W,2012,5,0
2012989989,1,1,1,1,10600,20477,0,mammal,CN,DE,NY,T,C,2012,5,0
2012989997,2,2,1,2,927,832,0,fish,LK,LK,NY,T,W,2012,5,0
2012989999,4,1,1,4,4,300,0,mammal,NZ,NZ,BA,H,W,2012,5,0
2012990000,1,1,0,1,8,198,0,shell,TH,TH,AN,T,W,2012,5,0
2012990004,1,1,1,1,1,29,0,fish,TH,FR,NW,T,W,2012,5,0
2012990010,1,1,1,1,18143,76407,0,shell,CN,CN,MI,T,W,2012,5,0
2012990018,1,1,1,1,165,31,0,shell,ID,IT,LA,T,C,2012,5,0
2012990027,3,1,1,1,30,56888,0,reptile,US,DE,DF,T,W,2012,5,0
2012990051,5,1,1,5,5,250,0,mammal,ZA,ZA,NY,H,W,2012,5,0
2012990082,1,1,1,1,3096,2279,0,shell,CN,TW,LA,T,W,2012,5,0
2012990115,4,2,2,4,1498,60983,0,reptile,BO,ES,LA,T,W,2012,5,0
2012990131,3,1,1,3,392,4924,0,shell,JP,JP,LA,T,W,2012,5,0
2012990137,1,1,1,1,6,660,0,reptile,CN,IT,NY,T,W,2012,5,0
2012990143,1,1,1,1,1200,3120,0,shell,CN,HK,ME,T,W,2012,5,0
2012990149,3,1,1,3,3,2065,0,mammal,ZA,ZA,AN,H,W,2012,5,0
2012990151,1,1,1,1,8612,8888,0,shell,CN,KR,LA,T,W,2012,5,0
2012990169,2,2,2,2,2,3774,0,reptile,US,HK,NY,T,W,2012,5,0
2012990188,1,1,1,1,3000,250,0,mammal,HK,HK,SF,T,W,2012,5,1
2012990193,1,1,1,1,6,7,0,shell,CN,CN,LO,T,W,2012,5,0
2012990195,1,1,1,1,201,5760,0,shell,TH,TH,LO,T,W,2012,5,0
2012990203,2,1,1,2,11,192,0,shell,ID,HK,LA,T,W,2012,5,0
2012990223,1,1,1,1,3,117,0,shell,JP,ES,LO,T,W,2012,5,0
2012990229,1,1,1,1,19,243,0,mammal,XX,GB,ME,P,W,2012,5,0
2012990240,1,1,1,1,4,3791,0,shell,CN,HK,ME,T,W,2012,5,0
2012990241,1,1,1,1,65,202,0,shell,AU,HK,ME,T,W,2012,5,0
2012990247,1,1,1,1,8,10,0,mammal,KN,KN,ME,M,W,2012,5,0
2012990257,1,1,1,1,12,1820,0,reptile,VN,KR,NY,T,C,2012,5,0
2012990275,3,1,1,2,7,19800,0,mammal,AR,AR,MI,H,C,2012,5,0
2012990279,1,1,1,1,287,81795,0,mammal,CN,HK,NY,T,C,2012,5,0
2012990285,1,1,1,1,16906,15554,0,shell,CN,CN,BO,T,W,2012,5,0
2012990287,1,1,1,1,15966,47317,0,shell,PE,PE,MI,T,W,2012,5,0
2012990300,1,1,1,1,5,25,0,mammal,XX,CN,SF,P,U,2012,5,1
2012990301,1,1,1,1,175,26863,0,shell,ID,CH,NW,T,C,2012,5,0
2012990302,3,3,2,3,643,1915,0,crustacean,LK,LK,CH,T,W,2012,5,0
2012990305,1,1,1,1,3456,4285,0,shell,NC,HK,NY,T,W,2012,5,0
2012990357,1,1,1,1,0,2,0,shell,TH,TH,SE,T,W,2011,10,0
2012990369,1,1,1,1,1,24,0,shell,JP,ES,NW,T,W,2012,5,0
2012990392,1,1,1,1,8,498,0,mammal,AU,CH,NW,T,W,2012,5,0
2012990394,1,1,1,1,1,50,0,mammal,XX,XX,NY,H,W,2012,5,0
2012990496,1,1,1,1,3150,41230,0,shell,PH,PH,LO,T,W,2012,5,0
2012990499,1,1,1,1,142,1267,0,fish,KI,KI,HA,T,W,2012,5,0
2012990508,1,1,1,1,414,240,0,shell,ID,ID,LA,T,W,2012,5,0
2012990510,4,4,2,4,3448,4647,0,crustacean,PH,PH,LA,T,W,2012,5,0
2012990526,1,1,1,1,1,1600,0,mammal,XX,GB,ME,P,W,2012,5,1
2012990536,1,1,0,1,26,944,0,other,KR,KR,LA,T,W,2012,5,0
2012990547,2,2,1,2,755,987,0,fish,PH,PH,CH,T,W,2012,5,0
2012990566,2,1,1,1,5,8207,0,reptile,US,FR,NW,T,W,2012,5,0
2012990572,1,1,1,1,36,760,0,mammal,US,CN,LO,T,W,2012,5,0
2012990583,1,1,1,1,9,59,0,shell,CN,CN,LA,T,W,2012,5,0
2012990587,4,3,3,4,15,849,0,shell,JP,JP,MI,T,W,2012,5,0
2012990589,1,1,1,1,88,158400,0,mammal,CA,CA,PL,T,C,2012,5,0
2012990607,6,1,1,5,9,13120,0,mammal,CA,CA,CP,T,W,2012,5,0
2012990609,4,1,1,3,130,25953,0,mammal,FI,IT,LA,T,C,2012,5,0
2012990618,1,1,0,1,2,22,0,shell,TH,TH,AN,P,W,2012,5,0
2012990625,5,1,2,5,25,395,0,shell,ID,CN,LA,T,W,2012,5,0
2012990627,1,1,1,1,46,6886,0,reptile,CN,GB,LO,T,W,2012,5,0
2012990630,1,1,1,1,1410,2361,0,fish,TW,TW,LA,T,C,2012,5,0
2012990637,1,1,1,1,250,750,0,shell,ID,HK,NY,T,W,2012,5,0
2012990692,7,1,1,7,9,810,0,mammal,ZA,ZA,SF,H,W,2012,4,0
2012990694,1,1,1,1,53,8881,0,reptile,US,CH,NY,T,W,2012,5,0
2012990698,1,1,1,1,231,2955,0,bird,ZA,MX,LR,T,R,2012,5,0
2012990699,1,1,1,1,1,77,0,reptile,AR,IT,NY,T,W,2012,5,0
2012990700,3,1,1,3,4,200,0,mammal,NZ,NZ,NY,H,W,2012,5,0
2012990705,1,1,1,1,308,108,0,shell,ID,CH,NY,T,W,2012,5,0
2012990719,2,1,1,1,6200,4598,0,bird,CN,HK,NO,T,D,2004,4,0
2012990723,1,1,1,1,6,8,0,shell,CN,DE,ME,T,W,2012,5,0
2012990730,2,1,1,1,67,10,0,mammal,FR,FR,NY,S,C,2012,5,0
2012990751,1,1,1,1,3016,355,0,shell,FM,IT,LA,T,W,2012,5,0
2012990773,4,2,3,4,58,58,0,shell,NZ,DE,DF,T,W,2012,5,0
2012990775,1,1,1,1,2,5,0,shell,ID,ID,SF,T,W,2012,5,0
2012990814,1,1,1,1,5,6838,0,mammal,NZ,FR,LA,T,F,2012,5,0
2012990823,1,1,1,1,38,32032,0,coral,JP,IT,LA,T,C,2012,5,0
2012990857,1,1,1,1,8302,1247,0,shell,ID,IT,NY,T,W,2012,5,0
2012990865,1,1,1,1,1,50000,0,mammal,ZM,ZM,SF,H,W,2012,5,0
2012990872,3,1,2,3,9,43,0,shell,AU,GB,ME,T,W,2012,5,0
2012990880,1,1,1,1,5000,2128,0,shell,AU,IT,LO,T,F,2012,5,0
2012990901,1,1,1,1,2,97,0,shell,PH,IT,LO,T,F,2012,5,0
2012990920,1,1,1,1,30,6,0,shell,AU,IT,LO,T,C,2012,5,0
2012990929,2,1,1,2,90,320,0,shell,AU,HK,ME,T,W,2012,5,0
2012990932,2,2,2,2,22,120,0,coral,FM,FM,HA,P,W,2012,5,1
2012990943,4,1,1,4,132,0,0,bird,US,CA,ME,S,W,2012,5,0
2012990951,1,1,1,1,92,13066,0,shell,CN,HK,ME,T,W,2012,5,0
2012990965,2,1,1,2,189,61174,0,mammal,CA,IT,NY,T,W,2012,5,0
2012990988,3,1,1,2,132,13316,0,reptile,CO,IT,NY,T,C,2012,5,0
2012990991,6,1,1,2,6,21363,0,reptile,ZW,IT,NW,T,C,2012,5,0
2012990992,3,1,1,1,5,79,0,mammal,FI,IT,NY,T,C,2012,5,0
2012991009,1,1,1,1,1,2200,0,mammal,ZA,ZA,DN,H,W,2012,5,0
2012991013,8,1,1,8,9,3274,0,mammal,ZA,ZA,DF,H,W,2012,5,0
2012991015,2,1,1,2,3,302,0,mammal,FI,IT,NW,T,C,2012,5,0
2012991030,2,1,1,2,2,650,0,mammal,XX,XX,NY,H,W,2012,5,0
2012991035,1,1,1,1,21,16500,0,shell,BZ,BZ,MI,T,W,2012,5,0
2012991038,1,1,1,1,5598,1391,0,fish,PE,PE,AT,T,W,2012,5,0
2012991091,2,1,1,2,7,140,0,shell,JP,JP,SF,T,W,2012,5,0
2012991096,1,1,1,1,7,1490,0,reptile,US,CH,NY,T,W,2012,5,0
2012991098,1,1,1,1,336,68,0,shell,AU,IT,NY,T,W,2012,5,0
2012991104,1,1,1,1,242,14968,0,reptile,ZW,ZA,NY,T,R,2012,5,0
2012991141,1,1,1,1,1441,5657,0,mammal,CN,DE,LO,T,W,2012,5,0
2012991148,4,4,2,4,2930,2511,0,crustacean,PH,PH,LA,T,W,2012,5,0
2012991169,5,4,4,4,809,9261,0,other,KR,KR,DF,T,W,2012,5,0
2012991170,4,4,4,4,858,26117,0,echinoderms,KR,KR,LA,T,C,2012,5,0
2012991181,3,1,2,3,2386,63254,0,shell,CN,HK,LO,T,W,2012,5,0
2012991193,1,1,1,1,1,28,0,shell,ID,ID,DF,T,W,2012,5,0
2012991232,1,1,1,1,1,200,0,mammal,XX,DE,SF,P,W,2012,5,0
2012991239,2,2,2,2,2439,2439,0,crustacean,MH,MH,LA,T,W,2012,5,0
2012991249,1,1,1,1,17,75,0,reptile,CN,CN,AN,T,W,2012,5,0
2012991266,5,1,1,5,9,315,0,mammal,ZA,ZA,LA,H,W,2012,5,0
2012991281,4,4,4,4,112,3274,0,echinoderms,KR,KR,LA,T,C,2012,5,0
2012991310,4,1,2,3,27,846,0,shell,AU,GB,ME,T,W,2012,5,0
2012991341,1,1,1,1,2,66,0,reptile,US,CH,NY,T,W,2012,5,0
2012991346,5,2,2,4,342,207424,0,shell,US,CH,DF,T,W,2012,5,0
2012991359,1,1,1,1,900,990,0,shell,PH,PH,LA,T,W,2012,5,0
2012991374,1,1,1,1,835,273067,0,mammal,CA,CA,BN,T,W,2012,5,0
2012991389,1,1,1,1,2,900,0,shell,PH,PH,ME,T,W,2012,5,0
2012991400,3,1,1,3,16,340,0,bird,TT,TT,MI,Z,W,2012,5,1
2012991407,1,1,1,1,2210,442,0,shell,ID,HK,DF,T,W,2012,5,0
2012991423,2,1,2,2,1054,108696,0,shell,NZ,KR,ME,T,F,2012,5,0
2012991426,8,1,1,4,121,4353,0,reptile,CO,CH,NW,T,C,2012,5,1
2012991443,1,1,1,1,1584,1220,0,bird,CN,HK,CH,T,C,2012,5,0
2012991489,2,1,1,2,11,20430,0,mammal,DK,HK,SF,T,R,2012,5,0
2012991491,2,1,1,1,278,5836,0,shell,PE,PE,LA,T,W,2012,5,0
2012991492,3,1,2,3,119,5233,0,shell,CN,HK,SF,T,W,2012,5,0
2012991514,1,1,1,1,20,2654,0,bird,ZA,IT,NY,T,C,2012,5,0
2012991532,6,1,1,2,13181,9476,0,shell,VN,HK,NY,T,W,2012,5,0
2012991535,2,1,1,2,55,17689,0,reptile,US,IT,NY,T,W,2012,5,0
2012991552,3,1,1,3,3,150,0,mammal,ZA,ZA,NY,H,W,2012,5,0
2012991562,1,1,1,1,56,11,0,shell,AU,IT,NY,T,W,2012,5,0
2012991565,1,1,1,1,14310,5486,0,shell,CN,CN,NY,T,R,2012,5,0
2012991568,12,1,1,7,65,74355,0,mammal,CA,GB,NY,T,C,2012,5,0
2012991594,2,1,1,2,6,500,0,mammal,NZ,NZ,SF,H,W,2012,5,0
2012991602,1,1,1,1,48,10,0,shell,AU,IT,NY,T,W,2012,5,0
2012991610,1,1,1,1,5,1150,0,bird,ZA,MX,SY,T,C,2012,5,0
2012991617,1,1,1,1,2,16,0,shell,PH,PH,LO,T,W,2012,5,0
2012991629,2,1,1,2,479232,197,0,mammal,XX,PH,ME,T,W,2012,5,0
2012991652,2,2,2,2,96,140,0,coral,CN,HK,LO,T,W,2012,5,0
2012991658,1,1,1,1,30,255,0,bird,ZA,IT,ME,T,W,2012,6,0
2012991667,2,2,2,2,44,551,0,coral,CN,HK,ME,T,W,2012,5,0
2012991678,2,2,2,2,5,8372,0,coral,XX,DE,ME,T,W,2012,5,0
2012991679,1,1,1,1,80,5384,0,reptile,MY,IT,ME,T,W,2012,5,0
2012991684,2,1,1,2,1440,2688,0,mammal,CZ,CZ,AT,T,C,2012,6,0
2012991695,1,1,1,1,6,420,0,fish,KR,IT,NW,T,R,2012,5,0
2012991697,2,2,2,2,961,9901,0,mammal,NZ,IT,NW,T,C,2012,5,0
2012991700,1,1,1,1,1268,14944,0,shell,ID,IT,NW,T,C,2012,5,0
2012991724,2,2,2,2,181,264,0,mammal,NZ,IT,MI,T,C,2012,5,0
2012991733,4,1,1,2,11,7939,0,reptile,VN,IT,NY,T,C,2012,5,0
2012991739,1,1,1,1,1,20000,0,mammal,CA,CA,HN,Z,C,2012,6,0
2012991763,6,1,1,1,9,786,0,reptile,US,GB,DF,T,W,2012,5,0
2012991764,1,1,1,1,15,13,0,shell,PH,PH,DF,T,W,2012,5,0
2012991777,7,2,2,2,13800,0,0,insect,GY,GY,BA,S,W,2011,12,0
2012991780,1,1,1,1,390,9068,0,mammal,AU,MX,LR,T,W,2012,5,0
2012991786,3,1,2,3,12000,2141,0,shell,PH,PH,SF,T,W,2012,6,0
2012991793,1,1,1,1,182,182,0,shell,PH,PH,SF,P,W,2012,5,0
2012991799,4,3,2,4,4626,5436,0,crustacean,PH,PH,MI,T,W,2012,5,0
2012991817,4,1,1,4,5,250,0,mammal,ZA,ZA,NY,H,W,2012,5,0
2012991826,6,1,1,4,103,11978,0,mammal,FI,CN,NY,T,C,2012,5,0
2012991850,5,3,3,5,5801,1615,0,crustacean,PH,PH,MI,T,W,2012,6,0
2012991870,1,1,1,1,25,6710,0,reptile,LA,IT,NW,T,C,2012,5,0
2012991901,1,1,1,1,101,11,0,shell,CN,HK,LO,T,W,2012,5,0
2012991905,1,1,1,1,1,1404,0,shell,JP,CH,LO,T,W,2012,5,0
2012991924,2,1,1,2,7608,20255,0,mammal,CN,JP,CH,T,W,2012,5,0
2012991927,8,1,1,8,13,860,0,mammal,ZA,ZA,BA,H,W,2012,6,0
2012991948,4,4,2,4,10905,7307,0,crustacean,PH,PH,LA,T,W,2012,6,0
2012991952,1,1,0,1,4,43,0,shell,CN,TH,AN,T,W,2012,5,0
2012991955,1,1,1,1,455,400,0,mammal,US,AT,LA,M,C,2012,5,0
2012991958,4,1,1,4,4,5840,0,mammal,ZA,ZA,CH,H,W,2012,5,0
2012991967,4,1,1,1,10368,5092,0,shell,CN,VN,LA,T,W,2012,6,0
2012991989,2,1,1,2,4,3594,0,reptile,VN,IT,NY,T,C,2012,5,0
2012991991,1,1,1,1,10,25,0,reptile,CN,CN,AN,T,W,2012,5,0
2012991992,1,1,1,1,180,392220,0,mammal,CN,CN,NY,T,C,2012,5,0
2012991995,1,1,1,1,9660,34860,0,shell,KR,KR,LA,T,C,2012,6,0
2012991998,1,1,1,1,45,999,0,reptile,CN,IT,NY,T,W,2012,5,0
2012992007,2,2,2,2,839,1719,0,crustacean,LK,LK,LA,T,W,2012,6,0
2012992025,1,1,1,1,2400,96,0,shell,JP,HK,LA,T,W,2012,5,0
2012992030,1,1,1,1,2400,23810,0,shell,MX,MX,SY,T,W,2012,5,0
2012992040,1,1,1,1,106,20,0,shell,ID,IT,HA,T,C,2012,6,0
2012992047,1,1,1,1,13971,30738,0,shell,CN,CN,NW,T,W,2012,6,0
2012992054,4,1,1,4,4,200,0,mammal,ZA,ZA,SE,H,W,2012,5,0
2012992071,1,1,1,1,20,2375,0,reptile,US,CH,DF,T,W,2012,5,0
2012992075,2,1,1,1,5,3453,0,reptile,US,CA,DF,T,W,2012,5,0
2012992098,1,1,1,1,162000,14625,0,bird,CA,CA,BN,T,C,2012,6,0
2012992106,4,1,0,1,52,0,0,other,TT,CZ,AT,S,W,2012,4,0
2012992140,1,1,1,1,19,2280,0,reptile,US,CH,NY,T,W,2012,5,0
2012992144,4,3,2,4,1803,1530,0,fish,LK,LK,LA,T,W,2012,6,0
2012992145,1,1,1,1,1,200,0,fish,CH,IT,ME,P,W,2012,6,0
2012992163,4,1,1,1,71,10,0,mammal,ID,SG,NY,M,F,2012,5,0
2012992171,2,1,1,2,26,18900,0,mammal,DK,CN,NY,T,C,2012,6,0
2012992178,1,1,1,1,1615,29386,0,amphibian,MX,MX,NG,T,W,2012,6,0
2012992181,6,1,1,6,7,4584,0,mammal,ZA,ZA,SF,H,W,2012,5,0
2012992190,2,1,1,1,2,4387,0,mammal,PE,IT,NY,T,W,2012,5,0
2012992193,2,2,2,2,1374,46890,0,mammal,CO,MX,LA,T,C,2012,5,0
2012992204,1,1,1,1,1078,400,0,shell,ID,CH,NW,T,C,2012,5,0
2012992218,1,1,1,1,3,3,0,shell,CN,DE,ME,T,W,2012,5,0
2012992236,1,1,1,1,1,1002,0,mammal,ZW,ZW,SF,H,W,2012,5,0
2012992258,1,1,1,1,15,375,0,reptile,CN,CN,NY,T,W,2012,6,0
2012992272,2,1,1,1,16,1952,0,mammal,US,IT,NY,T,W,2012,5,0
2012992273,30,2,2,6,121,28904,0,reptile,US,IT,NY,T,W,2012,6,0
2012992274,6,1,1,1,25,108059,0,reptile,US,CH,NY,T,W,2012,5,0
2012992281,4,1,1,3,90,32480,0,mammal,DK,CN,NY,T,C,2012,6,0
2012992284,3,2,2,2,16048,3706,0,amphibian,VS,ID,LA,T,C,2012,6,0
2012992286,3,1,1,3,102,45,0,shell,CN,CN,LO,T,W,2012,5,0
